;individual;family;tribe;genus;subgenus;species;trait;value
1669;M-1012;Apidae;Euglossini;Euglossa;Euglossa;Euglossa mourei;intertegularDistance;3,2
1670;M-1013;Apidae;Euglossini;Euglossa;Euglossa;Euglossa mourei;intertegularDistance;3,2
1671;M-1696;Apidae;Euglossini;Euglossa;Euglossa;Euglossa mourei;intertegularDistance;3,1
1672;B1109;Apidae;Euglossini;Euglossa;Euglossa;Euglossa mourei;intertegularDistance;3,4
1673;M-C-2037;Apidae;Euglossini;Euglossa;Euglossa;Euglossa mourei;intertegularDistance;3,5
1674;M-0214;Apidae;Euglossini;Euglossa;Euglossa;Euglossa mourei;proboscisLength;6,5
1675;M-0225;Apidae;Euglossini;Euglossa;Euglossa;Euglossa mourei;proboscisLength;6,6
1676;M-0242;Apidae;Euglossini;Euglossa;Euglossa;Euglossa mourei;proboscisLength;7
1677;M-1012;Apidae;Euglossini;Euglossa;Euglossa;Euglossa mourei;proboscisLength;6,1
1678;M-1013;Apidae;Euglossini;Euglossa;Euglossa;Euglossa mourei;proboscisLength;5,7
1679;M-1696;Apidae;Euglossini;Euglossa;Euglossa;Euglossa mourei;proboscisLength;NA
1680;B1109;Apidae;Euglossini;Euglossa;Euglossa;Euglossa mourei;proboscisLength;4,8
1681;M-C-2037;Apidae;Euglossini;Euglossa;Euglossa;Euglossa mourei;proboscisLength;6,5
1682;J-0419b;Apidae;Euglossini;Euglossa;Glossura;Euglossa nr asarophora;intertegularDistance;3,58
1683;J-0419b;Apidae;Euglossini;Euglossa;Glossura;Euglossa nr asarophora;proboscisLength;30,75
1684;M-1027;Apidae;Euglossini;Euglossa;Euglossa;Euglossa retroviridis;intertegularDistance;3,6
1685;M-C-2250;Apidae;Euglossini;Euglossa;Euglossa;Euglossa retroviridis;intertegularDistance;3,5
1686;M-1027;Apidae;Euglossini;Euglossa;Euglossa;Euglossa retroviridis;proboscisLength;17,1
1687;M-C-2250;Apidae;Euglossini;Euglossa;Euglossa;Euglossa retroviridis;proboscisLength;17,1
1688;J-0836;Apidae;Euglossini;Euglossa;NA;Euglossa sp;intertegularDistance;3,21
1689;J-1098;Apidae;Euglossini;Euglossa;NA;Euglossa sp;intertegularDistance;2,96
1690;J-1189;Apidae;Euglossini;Euglossa;NA;Euglossa sp;intertegularDistance;2,95
1691;J-1575;Apidae;Euglossini;Euglossa;NA;Euglossa sp;intertegularDistance;2,94
1692;J-1616;Apidae;Euglossini;Euglossa;NA;Euglossa sp;intertegularDistance;2,71
1693;J-0836;Apidae;Euglossini;Euglossa;NA;Euglossa sp;proboscisLength;32,65
1694;J-1098;Apidae;Euglossini;Euglossa;NA;Euglossa sp;proboscisLength;9,75
1695;J-1189;Apidae;Euglossini;Euglossa;NA;Euglossa sp;proboscisLength;9,27
1696;J-1575;Apidae;Euglossini;Euglossa;NA;Euglossa sp;proboscisLength;11,15
1697;J-1616;Apidae;Euglossini;Euglossa;NA;Euglossa sp;proboscisLength;14,56
1698;M-2094;Apidae;Euglossini;Euglossa;Glossura;Euglossa stellfeldi;intertegularDistance;2,7
1699;M-2094;Apidae;Euglossini;Euglossa;Glossura;Euglossa stellfeldi;proboscisLength;5,8
1700;M-0966;Apidae;Euglossini;Euglossa;Glossurella;Euglossa stilbonata;intertegularDistance;3,4
1701;M-0966;Apidae;Euglossini;Euglossa;Glossurella;Euglossa stilbonata;proboscisLength;14,6
1703;J-0201;Apidae;Euglossini;Euglossa;Euglossa;Euglossa townsendi;intertegularDistance;2,55
1705;J-0340;Apidae;Euglossini;Euglossa;Euglossa;Euglossa townsendi;intertegularDistance;2,56
1706;J-0345;Apidae;Euglossini;Euglossa;Euglossa;Euglossa townsendi;intertegularDistance;2,8
1708;J-0805;Apidae;Euglossini;Euglossa;Euglossa;Euglossa townsendi;intertegularDistance;2,96
1710;J-0857;Apidae;Euglossini;Euglossa;Euglossa;Euglossa townsendi;intertegularDistance;2,9
1711;J-0945;Apidae;Euglossini;Euglossa;Euglossa;Euglossa townsendi;intertegularDistance;2,75
1712;J-1095;Apidae;Euglossini;Euglossa;Euglossa;Euglossa townsendi;intertegularDistance;2,49
1713;J-1133;Apidae;Euglossini;Euglossa;Euglossa;Euglossa townsendi;intertegularDistance;2,59
1716;M-0956;Apidae;Euglossini;Euglossa;Euglossa;Euglossa townsendi;intertegularDistance;2,6
1717;M-0421;Apidae;Euglossini;Euglossa;Euglossa;Euglossa townsendi;intertegularDistance;3,2
1718;M-1246;Apidae;Euglossini;Euglossa;Euglossa;Euglossa townsendi;intertegularDistance;3,3
1719;M-1589;Apidae;Euglossini;Euglossa;Euglossa;Euglossa townsendi;intertegularDistance;3,1
1720;M-C-1893;Apidae;Euglossini;Euglossa;Euglossa;Euglossa townsendi;intertegularDistance;3,1
1721;M-0956;Apidae;Euglossini;Euglossa;Euglossa;Euglossa townsendi;proboscisLength;8,8
1722;M-0421;Apidae;Euglossini;Euglossa;Euglossa;Euglossa townsendi;proboscisLength;4,9
1723;M-1246;Apidae;Euglossini;Euglossa;Euglossa;Euglossa townsendi;proboscisLength;5,7
1724;M-1589;Apidae;Euglossini;Euglossa;Euglossa;Euglossa townsendi;proboscisLength;5
1725;M-C-1893;Apidae;Euglossini;Euglossa;Euglossa;Euglossa townsendi;proboscisLength;5,1
1726;J-0201;Apidae;Euglossini;Euglossa;Euglossa;Euglossa townsendi;proboscisLength;9,54
1727;J-0340;Apidae;Euglossini;Euglossa;Euglossa;Euglossa townsendi;proboscisLength;9,72
1728;J-0345;Apidae;Euglossini;Euglossa;Euglossa;Euglossa townsendi;proboscisLength;10,76
1729;J-0805;Apidae;Euglossini;Euglossa;Euglossa;Euglossa townsendi;proboscisLength;8,54
1730;J-0857;Apidae;Euglossini;Euglossa;Euglossa;Euglossa townsendi;proboscisLength;9,15
1731;J-0945;Apidae;Euglossini;Euglossa;Euglossa;Euglossa townsendi;proboscisLength;9,15
1732;J-1095;Apidae;Euglossini;Euglossa;Euglossa;Euglossa townsendi;proboscisLength;9,89
1733;J-1133;Apidae;Euglossini;Euglossa;Euglossa;Euglossa townsendi;proboscisLength;8,29
1735;M-0046;Apidae;Euglossini;Euglossa;Euglossa;Euglossa tridentata;intertegularDistance;3,4
1736;M-0047;Apidae;Euglossini;Euglossa;Euglossa;Euglossa tridentata;intertegularDistance;3,2
1737;M-0048;Apidae;Euglossini;Euglossa;Euglossa;Euglossa tridentata;intertegularDistance;3,4
1738;M-0086;Apidae;Euglossini;Euglossa;Euglossa;Euglossa tridentata;intertegularDistance;3
1739;M-0087;Apidae;Euglossini;Euglossa;Euglossa;Euglossa tridentata;intertegularDistance;3,3
1740;M-0088;Apidae;Euglossini;Euglossa;Euglossa;Euglossa tridentata;intertegularDistance;3,4
1741;M-0100;Apidae;Euglossini;Euglossa;Euglossa;Euglossa tridentata;intertegularDistance;3,6
1742;M-0109;Apidae;Euglossini;Euglossa;Euglossa;Euglossa tridentata;intertegularDistance;3,8
1743;M-0133;Apidae;Euglossini;Euglossa;Euglossa;Euglossa tridentata;intertegularDistance;3,1
1744;M-0134;Apidae;Euglossini;Euglossa;Euglossa;Euglossa tridentata;intertegularDistance;3,2
1745;M-0138;Apidae;Euglossini;Euglossa;Euglossa;Euglossa tridentata;intertegularDistance;3,1
1746;M-0252;Apidae;Euglossini;Euglossa;Euglossa;Euglossa tridentata;intertegularDistance;3,3
1747;M-0281;Apidae;Euglossini;Euglossa;Euglossa;Euglossa tridentata;intertegularDistance;3,3
1748;M-0283;Apidae;Euglossini;Euglossa;Euglossa;Euglossa tridentata;intertegularDistance;3,3
1749;M-0284;Apidae;Euglossini;Euglossa;Euglossa;Euglossa tridentata;intertegularDistance;3,2
1750;M-0285;Apidae;Euglossini;Euglossa;Euglossa;Euglossa tridentata;intertegularDistance;3,4
1751;M-0301;Apidae;Euglossini;Euglossa;Euglossa;Euglossa tridentata;intertegularDistance;3,3
1752;M-0309;Apidae;Euglossini;Euglossa;Euglossa;Euglossa tridentata;intertegularDistance;3,1
1753;M-0371;Apidae;Euglossini;Euglossa;Euglossa;Euglossa tridentata;intertegularDistance;3
1754;M-1037;Apidae;Euglossini;Euglossa;Euglossa;Euglossa tridentata;intertegularDistance;2,7
1755;M-0046;Apidae;Euglossini;Euglossa;Euglossa;Euglossa tridentata;proboscisLength;11,1
1756;M-0047;Apidae;Euglossini;Euglossa;Euglossa;Euglossa tridentata;proboscisLength;11,1
1757;M-0048;Apidae;Euglossini;Euglossa;Euglossa;Euglossa tridentata;proboscisLength;10,2
1758;M-0086;Apidae;Euglossini;Euglossa;Euglossa;Euglossa tridentata;proboscisLength;8,8
1759;M-0087;Apidae;Euglossini;Euglossa;Euglossa;Euglossa tridentata;proboscisLength;8,3
1760;M-0088;Apidae;Euglossini;Euglossa;Euglossa;Euglossa tridentata;proboscisLength;8,2
1761;M-0100;Apidae;Euglossini;Euglossa;Euglossa;Euglossa tridentata;proboscisLength;9,2
1762;M-0109;Apidae;Euglossini;Euglossa;Euglossa;Euglossa tridentata;proboscisLength;10,1
1763;M-0133;Apidae;Euglossini;Euglossa;Euglossa;Euglossa tridentata;proboscisLength;10,5
1764;M-0134;Apidae;Euglossini;Euglossa;Euglossa;Euglossa tridentata;proboscisLength;10,3
1765;M-0138;Apidae;Euglossini;Euglossa;Euglossa;Euglossa tridentata;proboscisLength;10,6
1766;M-0252;Apidae;Euglossini;Euglossa;Euglossa;Euglossa tridentata;proboscisLength;10,5
1767;M-0281;Apidae;Euglossini;Euglossa;Euglossa;Euglossa tridentata;proboscisLength;10,8
1768;M-0283;Apidae;Euglossini;Euglossa;Euglossa;Euglossa tridentata;proboscisLength;9,5
1769;M-0284;Apidae;Euglossini;Euglossa;Euglossa;Euglossa tridentata;proboscisLength;9,8
1770;M-0285;Apidae;Euglossini;Euglossa;Euglossa;Euglossa tridentata;proboscisLength;10,3
1771;M-0301;Apidae;Euglossini;Euglossa;Euglossa;Euglossa tridentata;proboscisLength;10,9
1772;M-0309;Apidae;Euglossini;Euglossa;Euglossa;Euglossa tridentata;proboscisLength;10,6
1773;M-0371;Apidae;Euglossini;Euglossa;Euglossa;Euglossa tridentata;proboscisLength;8,9
1774;M-1037;Apidae;Euglossini;Euglossa;Euglossa;Euglossa tridentata;proboscisLength;15,1
1775;J-0605;Apidae;Euglossini;Euglossa;Glossurella;Euglossa trinotata;intertegularDistance;2,87
1787;J-1247;Apidae;Euglossini;Euglossa;Glossurella;Euglossa trinotata;intertegularDistance;3,13
1788;M-0498;Apidae;Euglossini;Eulaema;NA;Eulaema bombiformis;proboscisLength;14,9
1789;M-0986;Apidae;Euglossini;Eulaema;NA;Eulaema bombiformis;proboscisLength;16,5
1790;M-0987;Apidae;Euglossini;Eulaema;NA;Eulaema bombiformis;proboscisLength;15,3
1791;M-0988;Apidae;Euglossini;Eulaema;NA;Eulaema bombiformis;proboscisLength;17
1792;M-0989;Apidae;Euglossini;Eulaema;NA;Eulaema bombiformis;proboscisLength;16,1
1793;M-0661;Apidae;Euglossini;Eulaema;NA;Eulaema chocoana;proboscisLength;16,7
1794;M-0984;Apidae;Euglossini;Eulaema;NA;Eulaema chocoana;proboscisLength;15,1
1795;M-1329;Apidae;Euglossini;Eulaema;NA;Eulaema chocoana;proboscisLength;16,3
1796;M-1330;Apidae;Euglossini;Eulaema;NA;Eulaema chocoana;proboscisLength;16,4
1797;M-0466;Apidae;Euglossini;Eulaema;NA;Eulaema cingulata;proboscisLength;12,9
1798;M-1152;Apidae;Euglossini;Eulaema;NA;Eulaema flavescens;proboscisLength;12,5
1799;M-1693;Apidae;Euglossini;Eulaema;NA;Eulaema flavescens;proboscisLength;13,4
1800;J-1248;Apidae;Euglossini;Euglossa;Glossurella;Euglossa trinotata;intertegularDistance;2,95
1801;M-0967;Apidae;Euglossini;Euglossa;Glossurella;Euglossa trinotata;intertegularDistance;3,4
1802;M-0968;Apidae;Euglossini;Euglossa;Glossurella;Euglossa trinotata;intertegularDistance;3,4
1803;B1301;Apidae;Euglossini;Euglossa;Glossurella;Euglossa trinotata;intertegularDistance;3,4
1804;M-0967;Apidae;Euglossini;Euglossa;Glossurella;Euglossa trinotata;proboscisLength;17,2
1805;M-0968;Apidae;Euglossini;Euglossa;Glossurella;Euglossa trinotata;proboscisLength;15,5
1806;B1301;Apidae;Euglossini;Euglossa;Glossurella;Euglossa trinotata;proboscisLength;15,8
1807;J-0605;Apidae;Euglossini;Euglossa;Glossurella;Euglossa trinotata;proboscisLength;20,28
1808;J-1247;Apidae;Euglossini;Euglossa;Glossurella;Euglossa trinotata;proboscisLength;21,01
1809;J-1248;Apidae;Euglossini;Euglossa;Glossurella;Euglossa trinotata;proboscisLength;19,98
1810;J-0283;Apidae;Euglossini;Euglossa;Glossurella;Euglossa turbinifex;intertegularDistance;2,59
1811;J-0315;Apidae;Euglossini;Euglossa;Glossurella;Euglossa turbinifex;intertegularDistance;2,73
1812;J-0367;Apidae;Euglossini;Euglossa;Glossurella;Euglossa turbinifex;intertegularDistance;2,86
1813;J-0468;Apidae;Euglossini;Euglossa;Glossurella;Euglossa turbinifex;intertegularDistance;3,15
1814;J-0532;Apidae;Euglossini;Euglossa;Glossurella;Euglossa turbinifex;intertegularDistance;2,85
1815;J-0846;Apidae;Euglossini;Euglossa;Glossurella;Euglossa turbinifex;intertegularDistance;2,7
1816;J-0923;Apidae;Euglossini;Euglossa;Glossurella;Euglossa turbinifex;intertegularDistance;2,83
1818;J-1241;Apidae;Euglossini;Euglossa;Glossurella;Euglossa turbinifex;intertegularDistance;2,54
1819;J-1240;Apidae;Euglossini;Euglossa;Glossurella;Euglossa turbinifex;intertegularDistance;2,97
1821;J-0415;Apidae;Euglossini;Eufriesea;NA;Eufriesea lucida;proboscisLength;17,66
1822;J-0416;Apidae;Euglossini;Eulaema;NA;Eulaema sororia;proboscisLength;31,91
1823;J-1614;Apidae;Euglossini;Euglossa;Glossurella;Euglossa turbinifex;intertegularDistance;2,96
1824;M-0205;Apidae;Euglossini;Euglossa;Glossurella;Euglossa turbinifex;intertegularDistance;2,6
1825;M-0319;Apidae;Euglossini;Euglossa;Glossurella;Euglossa turbinifex;intertegularDistance;2,8
1826;M-0320;Apidae;Euglossini;Euglossa;Glossurella;Euglossa turbinifex;intertegularDistance;2,6
1827;B1327;Apidae;Euglossini;Euglossa;Glossurella;Euglossa turbinifex;intertegularDistance;3,1
1828;M-0205;Apidae;Euglossini;Euglossa;Glossurella;Euglossa turbinifex;proboscisLength;16,6
1829;M-0319;Apidae;Euglossini;Euglossa;Glossurella;Euglossa turbinifex;proboscisLength;16,2
1830;M-0320;Apidae;Euglossini;Euglossa;Glossurella;Euglossa turbinifex;proboscisLength;16,7
1831;B1327;Apidae;Euglossini;Euglossa;Glossurella;Euglossa turbinifex;proboscisLength;11,1
1832;J-0283;Apidae;Euglossini;Euglossa;Glossurella;Euglossa turbinifex;proboscisLength;16,5
1833;J-0315;Apidae;Euglossini;Euglossa;Glossurella;Euglossa turbinifex;proboscisLength;15,33
1834;J-0367;Apidae;Euglossini;Euglossa;Glossurella;Euglossa turbinifex;proboscisLength;13,58
1835;J-0468;Apidae;Euglossini;Euglossa;Glossurella;Euglossa turbinifex;proboscisLength;15,97
1836;J-0532;Apidae;Euglossini;Euglossa;Glossurella;Euglossa turbinifex;proboscisLength;16,64
1837;J-0846;Apidae;Euglossini;Euglossa;Glossurella;Euglossa turbinifex;proboscisLength;16,51
1838;J-0923;Apidae;Euglossini;Euglossa;Glossurella;Euglossa turbinifex;proboscisLength;16,64
1839;J-1241;Apidae;Euglossini;Euglossa;Glossurella;Euglossa turbinifex;proboscisLength;15,3
1840;J-1240;Apidae;Euglossini;Euglossa;Glossurella;Euglossa turbinifex;proboscisLength;16,13
1841;J-1614;Apidae;Euglossini;Euglossa;Glossurella;Euglossa turbinifex;proboscisLength;16,8
1845;J-0179;Apidae;Euglossini;Euglossa;Euglossa;Euglossa variabilis;intertegularDistance;2,92
1848;J-0888;Apidae;Euglossini;Euglossa;Euglossa;Euglossa variabilis;intertegularDistance;3,03
1849;J-0975;Apidae;Euglossini;Aglae;NA;Aglae caerulea;proboscisLength;16,02
1850;J-0889;Apidae;Euglossini;Euglossa;Euglossa;Euglossa variabilis;intertegularDistance;2,7
1852;J-1514;Apidae;Euglossini;Euglossa;Euglossa;Euglossa variabilis;intertegularDistance;2,7
1853;J-1617;Apidae;Euglossini;Euglossa;Euglossa;Euglossa variabilis;intertegularDistance;2,96
1854;M-0074;Apidae;Euglossini;Euglossa;Euglossa;Euglossa variabilis;intertegularDistance;3,5
1855;M-0090;Apidae;Euglossini;Euglossa;Euglossa;Euglossa variabilis;intertegularDistance;3
1856;M-0091;Apidae;Euglossini;Euglossa;Euglossa;Euglossa variabilis;intertegularDistance;3,2
1857;J-1137;Apidae;Euglossini;Eufriesea;NA;Eufriesea pulchra;proboscisLength;8,93
1858;M-0112;Apidae;Euglossini;Euglossa;Euglossa;Euglossa variabilis;intertegularDistance;2,9
1859;M-0275;Apidae;Euglossini;Euglossa;Euglossa;Euglossa variabilis;intertegularDistance;3
1860;M-0074;Apidae;Euglossini;Euglossa;Euglossa;Euglossa variabilis;proboscisLength;10,6
1861;M-0090;Apidae;Euglossini;Euglossa;Euglossa;Euglossa variabilis;proboscisLength;11,2
1862;M-0091;Apidae;Euglossini;Euglossa;Euglossa;Euglossa variabilis;proboscisLength;9,8
1863;M-0112;Apidae;Euglossini;Euglossa;Euglossa;Euglossa variabilis;proboscisLength;9,4
1864;M-0275;Apidae;Euglossini;Euglossa;Euglossa;Euglossa variabilis;proboscisLength;10,2
1865;J-0179;Apidae;Euglossini;Euglossa;Euglossa;Euglossa variabilis;proboscisLength;12,5
1866;J-0888;Apidae;Euglossini;Euglossa;Euglossa;Euglossa variabilis;proboscisLength;13,8
1867;J-0889;Apidae;Euglossini;Euglossa;Euglossa;Euglossa variabilis;proboscisLength;12,76
1868;J-1514;Apidae;Euglossini;Euglossa;Euglossa;Euglossa variabilis;proboscisLength;9,55
1869;J-1617;Apidae;Euglossini;Euglossa;Euglossa;Euglossa variabilis;proboscisLength;11,83
1871;M-0948;Apidae;Euglossini;Euglossa;Euglossa;Euglossa villosiventris;intertegularDistance;3,4
1872;M-0626;Apidae;Euglossini;Euglossa;Euglossa;Euglossa villosiventris;intertegularDistance;3,2
1873;M-C-2254;Apidae;Euglossini;Euglossa;Euglossa;Euglossa villosiventris;intertegularDistance;3,5
1874;M-2405;Apidae;Euglossini;Euglossa;Euglossa;Euglossa villosiventris;intertegularDistance;3,4
1875;M-2404;Apidae;Euglossini;Euglossa;Euglossa;Euglossa villosiventris;intertegularDistance;3,6
1876;M-0948;Apidae;Euglossini;Euglossa;Euglossa;Euglossa villosiventris;proboscisLength;8,6
1877;M-0626;Apidae;Euglossini;Euglossa;Euglossa;Euglossa villosiventris;proboscisLength;5,7
1878;M-C-2254;Apidae;Euglossini;Euglossa;Euglossa;Euglossa villosiventris;proboscisLength;5,4
1879;M-2405;Apidae;Euglossini;Euglossa;Euglossa;Euglossa villosiventris;proboscisLength;6,4
1880;M-2404;Apidae;Euglossini;Euglossa;Euglossa;Euglossa villosiventris;proboscisLength;6,5
