;individual;family;tribe;genus;subgenus;species;trait;value
545;K-0722;Halictidae;Augochlorini;Augochloropsis;NA;Augochloropsis sp5;intertegularDistance;1,823
546;K-0722;Halictidae;Augochlorini;Augochloropsis;NA;Augochloropsis sp5;proboscisLength;1,88
547;K-0723;Halictidae;Augochlorini;Augochloropsis;NA;Augochloropsis sp5;intertegularDistance;1,701
548;K-0723;Halictidae;Augochlorini;Augochloropsis;NA;Augochloropsis sp5;proboscisLength;2,185
549;K-0724;Halictidae;Augochlorini;Augochloropsis;NA;Augochloropsis sp5;intertegularDistance;1,523
550;K-0724;Halictidae;Augochlorini;Augochloropsis;NA;Augochloropsis sp5;proboscisLength;1,827
551;K-0813;Halictidae;Augochlorini;Augochloropsis;NA;Augochloropsis sp5;intertegularDistance;1,556
552;K-0813;Halictidae;Augochlorini;Augochloropsis;NA;Augochloropsis sp5;proboscisLength;1,711
553;K-1789;Apidae;Meliponini;Paratrigona;NA;Paratrigona lophocoryphe;intertegularDistance;1,274
554;K-1789;Apidae;Meliponini;Paratrigona;NA;Paratrigona lophocoryphe;proboscisLength;1,052
555;K-1503;Apidae;Meliponini;Paratrigona;NA;Paratrigona opaca;intertegularDistance;1,265
556;K-1503;Apidae;Meliponini;Paratrigona;NA;Paratrigona opaca;proboscisLength;1,072
557;K-1580;Apidae;Meliponini;Paratrigona;NA;Paratrigona opaca;intertegularDistance;1,239
558;K-1580;Apidae;Meliponini;Paratrigona;NA;Paratrigona opaca;proboscisLength;1,108
559;K-2098;Apidae;Meliponini;Paratrigona;NA;Paratrigona opaca;intertegularDistance;1,21
560;K-2098;Apidae;Meliponini;Paratrigona;NA;Paratrigona opaca;proboscisLength;0,999
561;K-1430;Apidae;Meliponini;Plebeia;NA;Plebeia (Nanoplebeia) minima;intertegularDistance;0,912
562;K-1430;Apidae;Meliponini;Plebeia;NA;Plebeia (Nanoplebeia) minima;proboscisLength;0,527
563;K-1755;Apidae;Meliponini;Plebeia;NA;Plebeia (Nanoplebeia) minima;intertegularDistance;0,924
564;K-1755;Apidae;Meliponini;Plebeia;NA;Plebeia (Nanoplebeia) minima;proboscisLength;0,46
565;K-0982;Apidae;Meliponini;Plebeia;NA;Plebeia sp1;intertegularDistance;1,138
566;K-0982;Apidae;Meliponini;Plebeia;NA;Plebeia sp1;proboscisLength;0,59
567;K-1035;Apidae;Meliponini;Plebeia;NA;Plebeia sp1;intertegularDistance;1,102
568;K-1035;Apidae;Meliponini;Plebeia;NA;Plebeia sp1;proboscisLength;0,622
569;K-1502;Apidae;Meliponini;Plebeia;NA;Plebeia sp1;intertegularDistance;1,199
570;K-1502;Apidae;Meliponini;Plebeia;NA;Plebeia sp1;proboscisLength;0,575
571;K-1786;Apidae;Meliponini;Plebeia;NA;Plebeia sp1;intertegularDistance;1,195
572;K-1786;Apidae;Meliponini;Plebeia;NA;Plebeia sp1;proboscisLength;0,629
573;K-1803;Apidae;Meliponini;Plebeia;NA;Plebeia sp1;intertegularDistance;1,16
574;K-1803;Apidae;Meliponini;Plebeia;NA;Plebeia sp1;proboscisLength;0,61
575;K-2106;Apidae;Meliponini;Plebeia;NA;Plebeia sp1;intertegularDistance;1,121
576;K-2106;Apidae;Meliponini;Plebeia;NA;Plebeia sp1;proboscisLength;0,569
577;K-1504;Apidae;Meliponini;Melipona;NA;Melipona (Michmelia) sp;intertegularDistance;2,835
578;K-1504;Apidae;Meliponini;Melipona;NA;Melipona (Michmelia) sp;proboscisLength;5,526
579;K-1505;Apidae;Meliponini;Melipona;NA;Melipona (Michmelia) sp;intertegularDistance;2,475
580;K-1505;Apidae;Meliponini;Melipona;NA;Melipona (Michmelia) sp;proboscisLength;4,186
581;K-2065;Apidae;Meliponini;Melipona;NA;Melipona (Michmelia) sp;intertegularDistance;2,752
582;K-2065;Apidae;Meliponini;Melipona;NA;Melipona (Michmelia) sp;proboscisLength;5,365
583;K-2302;Apidae;Meliponini;Plebeia;NA;Plebeia sp1;intertegularDistance;1,089
584;K-2302;Apidae;Meliponini;Plebeia;NA;Plebeia sp1;proboscisLength;1,563
585;K-2303;Apidae;Meliponini;Plebeia;NA;Plebeia sp1;intertegularDistance;1,158
586;K-2303;Apidae;Meliponini;Plebeia;NA;Plebeia sp1;proboscisLength;1,598
587;K-2304;Apidae;Meliponini;Plebeia;NA;Plebeia sp1;intertegularDistance;1,072
588;K-2304;Apidae;Meliponini;Plebeia;NA;Plebeia sp1;proboscisLength;1,597
589;K-2305;Apidae;Meliponini;Plebeia;NA;Plebeia sp1;intertegularDistance;1,109
590;K-2305;Apidae;Meliponini;Plebeia;NA;Plebeia sp1;proboscisLength;1,518
591;K-2306;Apidae;Meliponini;Plebeia;NA;Plebeia sp1;intertegularDistance;1,121
592;K-2306;Apidae;Meliponini;Plebeia;NA;Plebeia sp1;proboscisLength;1,514
593;K-2307;Apidae;Meliponini;Plebeia;NA;Plebeia sp1;intertegularDistance;1,143
594;K-2307;Apidae;Meliponini;Plebeia;NA;Plebeia sp1;proboscisLength;1,577
595;K-2308;Apidae;Meliponini;Plebeia;NA;Plebeia sp1;intertegularDistance;1,077
596;K-2308;Apidae;Meliponini;Plebeia;NA;Plebeia sp1;proboscisLength;1,555
597;K-2309;Apidae;Meliponini;Plebeia;NA;Plebeia sp1;intertegularDistance;1,133
598;K-2309;Apidae;Meliponini;Plebeia;NA;Plebeia sp1;proboscisLength;1,524
599;K-2310;Apidae;Meliponini;Plebeia;NA;Plebeia sp1;intertegularDistance;1,121
600;K-2310;Apidae;Meliponini;Plebeia;NA;Plebeia sp1;proboscisLength;1,547
601;K-0790;Apidae;Meliponini;Trigonisca;NA;Trigonisca cf buyssoni;intertegularDistance;0,845
602;K-0790;Apidae;Meliponini;Trigonisca;NA;Trigonisca cf buyssoni;proboscisLength;0,951
603;K-1774;Apidae;Meliponini;Trigonisca;NA;Trigonisca cf atomaria;intertegularDistance;0,757
604;K-1774;Apidae;Meliponini;Trigonisca;NA;Trigonisca cf atomaria;proboscisLength;0,964
605;K-1775;Apidae;Meliponini;Trigonisca;NA;Trigonisca cf atomaria;intertegularDistance;0,713
606;K-1775;Apidae;Meliponini;Trigonisca;NA;Trigonisca cf atomaria;proboscisLength;0,983
607;K-1776;Apidae;Meliponini;Trigonisca;NA;Trigonisca cf atomaria;intertegularDistance;0,71
608;K-1776;Apidae;Meliponini;Trigonisca;NA;Trigonisca cf atomaria;proboscisLength;1,002
609;K-2048;Apidae;Meliponini;Trigonisca;NA;Trigonisca cf atomaria;intertegularDistance;0,727
610;K-2048;Apidae;Meliponini;Trigonisca;NA;Trigonisca cf atomaria;proboscisLength;0,961
611;K-2095;Apidae;Meliponini;Trigonisca;NA;Trigonisca cf atomaria;intertegularDistance;0,755
612;K-2095;Apidae;Meliponini;Trigonisca;NA;Trigonisca cf atomaria;proboscisLength;1,044
613;K-2097;Apidae;Meliponini;Trigonisca;NA;Trigonisca cf atomaria;intertegularDistance;0,786
614;K-2097;Apidae;Meliponini;Trigonisca;NA;Trigonisca cf atomaria;proboscisLength;1,047
615;K-2007;Apidae;Meliponini;Nannotrigona;NA;Nannotrigona tristella;intertegularDistance;1,363
616;K-2007;Apidae;Meliponini;Nannotrigona;NA;Nannotrigona tristella;proboscisLength;1,965
617;K-2009;Apidae;Meliponini;Nannotrigona;NA;Nannotrigona mellaria;intertegularDistance;1,22
618;K-2009;Apidae;Meliponini;Nannotrigona;NA;Nannotrigona mellaria;proboscisLength;1,941
619;K-1624;Apidae;Meliponini;Scaptotrigona;NA;Scaptotrigona luteipennis;intertegularDistance;1,876
620;K-1624;Apidae;Meliponini;Scaptotrigona;NA;Scaptotrigona luteipennis;proboscisLength;3,525
621;K-1625;Apidae;Meliponini;Scaptotrigona;NA;Scaptotrigona luteipennis;intertegularDistance;1,918
622;K-1625;Apidae;Meliponini;Scaptotrigona;NA;Scaptotrigona luteipennis;proboscisLength;3,709
623;K-1626;Apidae;Meliponini;Scaptotrigona;NA;Scaptotrigona luteipennis;intertegularDistance;1,866
624;K-1626;Apidae;Meliponini;Scaptotrigona;NA;Scaptotrigona luteipennis;proboscisLength;3,234
625;K-1627;Apidae;Meliponini;Scaptotrigona;NA;Scaptotrigona luteipennis;intertegularDistance;1,929
626;K-1627;Apidae;Meliponini;Scaptotrigona;NA;Scaptotrigona luteipennis;proboscisLength;3,366
627;K-1628;Apidae;Meliponini;Scaptotrigona;NA;Scaptotrigona luteipennis;intertegularDistance;1,896
628;K-1628;Apidae;Meliponini;Scaptotrigona;NA;Scaptotrigona luteipennis;proboscisLength;3,383
629;K-1629;Apidae;Meliponini;Scaptotrigona;NA;Scaptotrigona luteipennis;intertegularDistance;1,871
630;K-1629;Apidae;Meliponini;Scaptotrigona;NA;Scaptotrigona luteipennis;proboscisLength;3,377
631;K-1979;Apidae;Meliponini;Tetragonisca;NA;Tetragonisca buchwaldi;intertegularDistance;1,018
632;K-1979;Apidae;Meliponini;Tetragonisca;NA;Tetragonisca buchwaldi;proboscisLength;1,498
633;K-2030;Apidae;Meliponini;Ptilotrigona;NA;Ptilotrigona occidentalis;intertegularDistance;1,738
634;K-2030;Apidae;Meliponini;Ptilotrigona;NA;Ptilotrigona occidentalis;proboscisLength;2,561
635;K-2082;Apidae;Meliponini;Ptilotrigona;NA;Ptilotrigona occidentalis;intertegularDistance;1,618
636;K-2082;Apidae;Meliponini;Ptilotrigona;NA;Ptilotrigona occidentalis;proboscisLength;2,349
637;K-2248;Apidae;Meliponini;Ptilotrigona;NA;Ptilotrigona occidentalis;intertegularDistance;1,679
638;K-2248;Apidae;Meliponini;Ptilotrigona;NA;Ptilotrigona occidentalis;proboscisLength;2,545
639;K-1558;Apidae;Meliponini;Scaptotrigona;NA;Scaptotrigona postica 'group b';intertegularDistance;1,635
640;K-1558;Apidae;Meliponini;Scaptotrigona;NA;Scaptotrigona postica 'group b';proboscisLength;2,874
641;K-1559;Apidae;Meliponini;Scaptotrigona;NA;Scaptotrigona postica 'group b';intertegularDistance;1,585
642;K-1559;Apidae;Meliponini;Scaptotrigona;NA;Scaptotrigona postica 'group b';proboscisLength;2,67
643;K-1560;Apidae;Meliponini;Scaptotrigona;NA;Scaptotrigona postica 'group b';intertegularDistance;1,559
644;K-1560;Apidae;Meliponini;Scaptotrigona;NA;Scaptotrigona postica 'group b';proboscisLength;2,679
645;K-1561;Apidae;Meliponini;Scaptotrigona;NA;Scaptotrigona postica 'group b';intertegularDistance;1,614
646;K-1561;Apidae;Meliponini;Scaptotrigona;NA;Scaptotrigona postica 'group b';proboscisLength;2,605
647;K-1562;Apidae;Meliponini;Scaptotrigona;NA;Scaptotrigona postica 'group b';intertegularDistance;1,649
648;K-1562;Apidae;Meliponini;Scaptotrigona;NA;Scaptotrigona postica 'group b';proboscisLength;2,634
649;K-1563;Apidae;Meliponini;Scaptotrigona;NA;Scaptotrigona postica 'group b';intertegularDistance;1,623
650;K-1563;Apidae;Meliponini;Scaptotrigona;NA;Scaptotrigona postica 'group b';proboscisLength;2,873
651;K-1564;Apidae;Meliponini;Scaptotrigona;NA;Scaptotrigona postica 'group b';intertegularDistance;1,648
652;K-1564;Apidae;Meliponini;Scaptotrigona;NA;Scaptotrigona postica 'group b';proboscisLength;2,734
653;K-1565;Apidae;Meliponini;Scaptotrigona;NA;Scaptotrigona postica 'group b';intertegularDistance;1,569
654;K-1565;Apidae;Meliponini;Scaptotrigona;NA;Scaptotrigona postica 'group b';proboscisLength;2,716
655;K-1038;Apidae;Meliponini;Scaptotrigona;NA;Scaptotrigona postica 'group b';intertegularDistance;1,61
656;K-1038;Apidae;Meliponini;Scaptotrigona;NA;Scaptotrigona postica 'group b';proboscisLength;2,742
657;K-1039;Apidae;Meliponini;Scaptotrigona;NA;Scaptotrigona postica 'group b';intertegularDistance;1,535
658;K-1039;Apidae;Meliponini;Scaptotrigona;NA;Scaptotrigona postica 'group b';proboscisLength;2,824
659;K-1313;Apidae;Meliponini;Scaptotrigona;NA;Scaptotrigona postica 'group b';intertegularDistance;1,538
660;K-1313;Apidae;Meliponini;Scaptotrigona;NA;Scaptotrigona postica 'group b';proboscisLength;2,676
661;K-1649;Apidae;Meliponini;Scaptotrigona;NA;Scaptotrigona postica 'group b';intertegularDistance;1,586
662;K-1649;Apidae;Meliponini;Scaptotrigona;NA;Scaptotrigona postica 'group b';proboscisLength;2,71
663;K-1650;Apidae;Meliponini;Scaptotrigona;NA;Scaptotrigona postica 'group b';intertegularDistance;1,598
664;K-1650;Apidae;Meliponini;Scaptotrigona;NA;Scaptotrigona postica 'group b';proboscisLength;2,844
665;K-1651;Apidae;Meliponini;Scaptotrigona;NA;Scaptotrigona postica 'group b';intertegularDistance;1,527
666;K-1651;Apidae;Meliponini;Scaptotrigona;NA;Scaptotrigona postica 'group b';proboscisLength;2,808
667;K-1652;Apidae;Meliponini;Scaptotrigona;NA;Scaptotrigona postica 'group b';intertegularDistance;1,553
668;K-1652;Apidae;Meliponini;Scaptotrigona;NA;Scaptotrigona postica 'group b';proboscisLength;2,635
669;K-1653;Apidae;Meliponini;Scaptotrigona;NA;Scaptotrigona postica 'group b';intertegularDistance;1,589
670;K-1653;Apidae;Meliponini;Scaptotrigona;NA;Scaptotrigona postica 'group b';proboscisLength;2,94
671;K-1654;Apidae;Meliponini;Scaptotrigona;NA;Scaptotrigona postica 'group b';intertegularDistance;1,606
672;K-1654;Apidae;Meliponini;Scaptotrigona;NA;Scaptotrigona postica 'group b';proboscisLength;2,858
673;K-1655;Apidae;Meliponini;Scaptotrigona;NA;Scaptotrigona postica 'group b';intertegularDistance;1,541
674;K-1655;Apidae;Meliponini;Scaptotrigona;NA;Scaptotrigona postica 'group b';proboscisLength;2,636
675;K-1069;Apidae;Meliponini;Scaptotrigona;NA;Scaptotrigona (Gymnotrigona) sp;intertegularDistance;1,92
676;K-1069;Apidae;Meliponini;Scaptotrigona;NA;Scaptotrigona (Gymnotrigona) sp;proboscisLength;3,505
677;K-1070;Apidae;Meliponini;Scaptotrigona;NA;Scaptotrigona (Gymnotrigona) sp;intertegularDistance;1,894
678;K-1070;Apidae;Meliponini;Scaptotrigona;NA;Scaptotrigona (Gymnotrigona) sp;proboscisLength;3,215
679;K-1071;Apidae;Meliponini;Scaptotrigona;NA;Scaptotrigona (Gymnotrigona) sp;intertegularDistance;1,923
680;K-1071;Apidae;Meliponini;Scaptotrigona;NA;Scaptotrigona (Gymnotrigona) sp;proboscisLength;3,159
681;K-1072;Apidae;Meliponini;Scaptotrigona;NA;Scaptotrigona (Gymnotrigona) sp;intertegularDistance;1,857
682;K-1072;Apidae;Meliponini;Scaptotrigona;NA;Scaptotrigona (Gymnotrigona) sp;proboscisLength;3,218
683;K-1073;Apidae;Meliponini;Scaptotrigona;NA;Scaptotrigona (Gymnotrigona) sp;intertegularDistance;1,874
684;K-1073;Apidae;Meliponini;Scaptotrigona;NA;Scaptotrigona (Gymnotrigona) sp;proboscisLength;3,266
685;K-1074;Apidae;Meliponini;Scaptotrigona;NA;Scaptotrigona (Gymnotrigona) sp;intertegularDistance;1,886
686;K-1074;Apidae;Meliponini;Scaptotrigona;NA;Scaptotrigona (Gymnotrigona) sp;proboscisLength;3,052
687;K-1334;Apidae;Meliponini;Trigona;NA;Trigona cf fulviventris;intertegularDistance;1,398
688;K-1334;Apidae;Meliponini;Trigona;NA;Trigona cf fulviventris;proboscisLength;3,206
689;K-2049;Apidae;Meliponini;Trigona;NA;Trigona cf fulviventris;intertegularDistance;1,382
690;K-2049;Apidae;Meliponini;Trigona;NA;Trigona cf fulviventris;proboscisLength;3,617
691;K-2050;Apidae;Meliponini;Trigona;NA;Trigona cf fulviventris;intertegularDistance;1,403
692;K-2050;Apidae;Meliponini;Trigona;NA;Trigona cf fulviventris;proboscisLength;3,233
693;K-2051;Apidae;Meliponini;Trigona;NA;Trigona cf fulviventris;intertegularDistance;1,414
694;K-2051;Apidae;Meliponini;Trigona;NA;Trigona cf fulviventris;proboscisLength;3,335
695;K-2246;Apidae;Meliponini;Trigona;NA;Trigona cf fulviventris;intertegularDistance;1,458
696;K-2246;Apidae;Meliponini;Trigona;NA;Trigona cf fulviventris;proboscisLength;3,392
697;K-2247;Apidae;Meliponini;Trigona;NA;Trigona cf fulviventris;intertegularDistance;1,438
698;K-2247;Apidae;Meliponini;Trigona;NA;Trigona cf fulviventris;proboscisLength;3,209
699;K-2298;Apidae;Meliponini;Trigona;NA;Trigona cf fulviventris;intertegularDistance;1,44
700;K-2298;Apidae;Meliponini;Trigona;NA;Trigona cf fulviventris;proboscisLength;3,37
701;K-2299;Apidae;Meliponini;Trigona;NA;Trigona cf fulviventris;intertegularDistance;1,454
702;K-2299;Apidae;Meliponini;Trigona;NA;Trigona cf fulviventris;proboscisLength;3,361
703;K-2367;Apidae;Meliponini;Trigona;NA;Trigona cf fulviventris;intertegularDistance;1,462
704;K-2367;Apidae;Meliponini;Trigona;NA;Trigona cf fulviventris;proboscisLength;3,464
705;K-1695;Apidae;Meliponini;Trigona;NA;Trigona fuscipennis;intertegularDistance;1,393
706;K-1695;Apidae;Meliponini;Trigona;NA;Trigona fuscipennis;proboscisLength;1,809
707;K-1738;Apidae;Meliponini;Trigona;NA;Trigona guianae;intertegularDistance;1,475
708;K-1738;Apidae;Meliponini;Trigona;NA;Trigona guianae;proboscisLength;3,324
709;K-1739;Apidae;Meliponini;Trigona;NA;Trigona guianae;intertegularDistance;1,454
710;K-1739;Apidae;Meliponini;Trigona;NA;Trigona guianae;proboscisLength;3,056
711;K-1740;Apidae;Meliponini;Trigona;NA;Trigona guianae;intertegularDistance;1,517
712;K-1740;Apidae;Meliponini;Trigona;NA;Trigona guianae;proboscisLength;3,344
713;K-2104;Apidae;Meliponini;Trigona;NA;Trigona fuscipennis;intertegularDistance;1,435
714;K-2104;Apidae;Meliponini;Trigona;NA;Trigona fuscipennis;proboscisLength;1,763
715;K-2061;Apidae;Meliponini;Trigona;NA;Trigona fuscipennis;intertegularDistance;1,402
716;K-2061;Apidae;Meliponini;Trigona;NA;Trigona fuscipennis;proboscisLength;1,777
717;K-2062;Apidae;Meliponini;Trigona;NA;Trigona fuscipennis;intertegularDistance;1,33
718;K-2062;Apidae;Meliponini;Trigona;NA;Trigona fuscipennis;proboscisLength;1,758
719;K-2063;Apidae;Meliponini;Trigona;NA;Trigona fuscipennis;intertegularDistance;1,369
720;K-2063;Apidae;Meliponini;Trigona;NA;Trigona fuscipennis;proboscisLength;1,596
721;K-2225;Apidae;Meliponini;Trigona;NA;Trigona fuscipennis;intertegularDistance;1,425
722;K-2225;Apidae;Meliponini;Trigona;NA;Trigona fuscipennis;proboscisLength;1,742
723;K-2250;Apidae;Meliponini;Trigona;NA;Trigona fuscipennis;intertegularDistance;1,468
724;K-2250;Apidae;Meliponini;Trigona;NA;Trigona fuscipennis;proboscisLength;1,755
725;K-1720;Apidae;Meliponini;Tetragonisca;NA;Tetragonisca angustula;intertegularDistance;0,93
726;K-1720;Apidae;Meliponini;Tetragonisca;NA;Tetragonisca angustula;proboscisLength;1,519
727;K-1721;Apidae;Meliponini;Tetragonisca;NA;Tetragonisca angustula;intertegularDistance;0,929
728;K-1721;Apidae;Meliponini;Tetragonisca;NA;Tetragonisca angustula;proboscisLength;1,589
729;K-0972;Apidae;Meliponini;Oxytrigona;NA;Oxytrigona isthmina;intertegularDistance;1,408
730;K-0972;Apidae;Meliponini;Oxytrigona;NA;Oxytrigona isthmina;proboscisLength;1,752
731;K-0973;Apidae;Meliponini;Oxytrigona;NA;Oxytrigona isthmina;intertegularDistance;1,41
732;K-0973;Apidae;Meliponini;Oxytrigona;NA;Oxytrigona isthmina;proboscisLength;1,722
733;K-1330;Apidae;Meliponini;Oxytrigona;NA;Oxytrigona isthmina;intertegularDistance;1,386
734;K-1330;Apidae;Meliponini;Oxytrigona;NA;Oxytrigona isthmina;proboscisLength;1,796
735;K-1724;Apidae;Meliponini;Oxytrigona;NA;Oxytrigona isthmina;intertegularDistance;1,371
736;K-1724;Apidae;Meliponini;Oxytrigona;NA;Oxytrigona isthmina;proboscisLength;1,848
737;K-1770;Apidae;Meliponini;Oxytrigona;NA;Oxytrigona isthmina;intertegularDistance;1,363
738;K-1770;Apidae;Meliponini;Oxytrigona;NA;Oxytrigona isthmina;proboscisLength;1,752
739;K-1517;Apidae;Meliponini;Scaptotrigona;NA;Scaptotrigona (Scaptotrigona) sp;intertegularDistance;1,68
740;K-1517;Apidae;Meliponini;Scaptotrigona;NA;Scaptotrigona (Scaptotrigona) sp;proboscisLength;3,273
741;K-1518;Apidae;Meliponini;Scaptotrigona;NA;Scaptotrigona (Scaptotrigona) sp;intertegularDistance;1,618
742;K-1518;Apidae;Meliponini;Scaptotrigona;NA;Scaptotrigona (Scaptotrigona) sp;proboscisLength;3,359
743;K-1519;Apidae;Meliponini;Scaptotrigona;NA;Scaptotrigona (Scaptotrigona) sp;intertegularDistance;1,657
744;K-1519;Apidae;Meliponini;Scaptotrigona;NA;Scaptotrigona (Scaptotrigona) sp;proboscisLength;3,081
745;K-1520;Apidae;Meliponini;Scaptotrigona;NA;Scaptotrigona (Scaptotrigona) sp;intertegularDistance;1,647
746;K-1520;Apidae;Meliponini;Scaptotrigona;NA;Scaptotrigona (Scaptotrigona) sp;proboscisLength;3,229
747;K-1521;Apidae;Meliponini;Scaptotrigona;NA;Scaptotrigona (Scaptotrigona) sp;intertegularDistance;1,703
748;K-1521;Apidae;Meliponini;Scaptotrigona;NA;Scaptotrigona (Scaptotrigona) sp;proboscisLength;2,905
749;K-1522;Apidae;Meliponini;Scaptotrigona;NA;Scaptotrigona (Scaptotrigona) sp;intertegularDistance;1,624
750;K-1522;Apidae;Meliponini;Scaptotrigona;NA;Scaptotrigona (Scaptotrigona) sp;proboscisLength;3,015
751;K-1523;Apidae;Meliponini;Scaptotrigona;NA;Scaptotrigona (Scaptotrigona) sp;intertegularDistance;1,639
752;K-1523;Apidae;Meliponini;Scaptotrigona;NA;Scaptotrigona (Scaptotrigona) sp;proboscisLength;2,88
753;K-1524;Apidae;Meliponini;Scaptotrigona;NA;Scaptotrigona (Scaptotrigona) sp;intertegularDistance;1,753
754;K-1524;Apidae;Meliponini;Scaptotrigona;NA;Scaptotrigona (Scaptotrigona) sp;proboscisLength;3,169
755;K-1525;Apidae;Meliponini;Scaptotrigona;NA;Scaptotrigona (Scaptotrigona) sp;intertegularDistance;1,656
756;K-1525;Apidae;Meliponini;Scaptotrigona;NA;Scaptotrigona (Scaptotrigona) sp;proboscisLength;3,196
757;K-1526;Apidae;Meliponini;Scaptotrigona;NA;Scaptotrigona (Scaptotrigona) sp;intertegularDistance;1,708
758;K-1526;Apidae;Meliponini;Scaptotrigona;NA;Scaptotrigona (Scaptotrigona) sp;proboscisLength;3,333
759;K-2325;Apidae;Meliponini;Trigona;NA;Trigona nigerrima;intertegularDistance;1,558
760;K-2325;Apidae;Meliponini;Trigona;NA;Trigona nigerrima;proboscisLength;2,58
761;K-2326;Apidae;Meliponini;Trigona;NA;Trigona nigerrima;intertegularDistance;1,591
762;K-2326;Apidae;Meliponini;Trigona;NA;Trigona nigerrima;proboscisLength;2,548
763;K-2327;Apidae;Meliponini;Trigona;NA;Trigona nigerrima;intertegularDistance;1,6
764;K-2327;Apidae;Meliponini;Trigona;NA;Trigona nigerrima;proboscisLength;2,485
765;K-2328;Apidae;Meliponini;Trigona;NA;Trigona nigerrima;intertegularDistance;1,606
766;K-2328;Apidae;Meliponini;Trigona;NA;Trigona nigerrima;proboscisLength;2,59
767;K-2329;Apidae;Meliponini;Trigona;NA;Trigona nigerrima;intertegularDistance;1,582
768;K-2329;Apidae;Meliponini;Trigona;NA;Trigona nigerrima;proboscisLength;2,546
769;K-2330;Apidae;Meliponini;Trigona;NA;Trigona nigerrima;intertegularDistance;1,651
770;K-2330;Apidae;Meliponini;Trigona;NA;Trigona nigerrima;proboscisLength;2,608
771;K-1417;Halictidae;Augochlorini;Corynura;NA;Corynura (Corynura) sp2;intertegularDistance;1,067
772;K-1417;Halictidae;Augochlorini;Corynura;NA;Corynura (Corynura) sp2;proboscisLength;1,239
773;K-1418;Halictidae;Augochlorini;Corynura;NA;Corynura (Corynura) sp2;intertegularDistance;0,796
774;K-1418;Halictidae;Augochlorini;Corynura;NA;Corynura (Corynura) sp2;proboscisLength;1,123
775;K-1705;Halictidae;Augochlorini;Corynura;NA;Corynura (Corynura) sp2;intertegularDistance;0,849
776;K-1705;Halictidae;Augochlorini;Corynura;NA;Corynura (Corynura) sp2;proboscisLength;1,168
777;K-1384;Halictidae;Augochlorini;Augochlorella;NA;Augochlorella sp2;intertegularDistance;0,846
778;K-1384;Halictidae;Augochlorini;Augochlorella;NA;Augochlorella sp2;proboscisLength;1,314
779;K-1385;Halictidae;Augochlorini;Augochlorella;NA;Augochlorella sp2;intertegularDistance;0,935
780;K-1385;Halictidae;Augochlorini;Augochlorella;NA;Augochlorella sp2;proboscisLength;1,548
781;K-1386;Halictidae;Augochlorini;Augochlorella;NA;Augochlorella sp2;intertegularDistance;0,748
782;K-1386;Halictidae;Augochlorini;Augochlorella;NA;Augochlorella sp2;proboscisLength;1,358
783;K-1387;Halictidae;Augochlorini;Augochlorella;NA;Augochlorella sp2;intertegularDistance;0,964
784;K-1387;Halictidae;Augochlorini;Augochlorella;NA;Augochlorella sp2;proboscisLength;1,756
785;K-1388;Halictidae;Augochlorini;Augochlorella;NA;Augochlorella sp2;intertegularDistance;0,77
786;K-1388;Halictidae;Augochlorini;Augochlorella;NA;Augochlorella sp2;proboscisLength;1,524
787;K-1389;Halictidae;Augochlorini;Augochlorella;NA;Augochlorella sp2;intertegularDistance;0,943
788;K-1389;Halictidae;Augochlorini;Augochlorella;NA;Augochlorella sp2;proboscisLength;1,728
789;K-1390;Halictidae;Augochlorini;Augochlorella;NA;Augochlorella sp2;intertegularDistance;0,794
790;K-1390;Halictidae;Augochlorini;Augochlorella;NA;Augochlorella sp2;proboscisLength;1,369
791;J-0026;Apidae;Euglossini;Euglossa;Glossura;Euglossa allosticta;intertegularDistance;3,02
792;J-0155;Apidae;Euglossini;Euglossa;Glossura;Euglossa allosticta;intertegularDistance;3,15
793;J-0175;Apidae;Euglossini;Euglossa;Glossura;Euglossa allosticta;intertegularDistance;3,12
794;J-0839;Apidae;Euglossini;Euglossa;Glossura;Euglossa allosticta;intertegularDistance;3,4
795;J-0843;Apidae;Euglossini;Euglossa;Glossura;Euglossa allosticta;intertegularDistance;3,38
797;J-1143;Apidae;Euglossini;Euglossa;Glossura;Euglossa allosticta;intertegularDistance;3,3
798;M-0055;Apidae;Euglossini;Euglossa;Glossura;Euglossa allosticta;intertegularDistance;3,5
799;M-0139;Apidae;Euglossini;Euglossa;Glossura;Euglossa allosticta;intertegularDistance;3,4
800;M-0516;Apidae;Euglossini;Euglossa;Glossura;Euglossa allosticta;intertegularDistance;2,7
801;M-0517;Apidae;Euglossini;Euglossa;Glossura;Euglossa allosticta;intertegularDistance;2,7
802;M-0892;Apidae;Euglossini;Euglossa;Glossura;Euglossa allosticta;intertegularDistance;3,2
803;M-1139;Apidae;Euglossini;Euglossa;Glossura;Euglossa allosticta;intertegularDistance;3
804;M-1145;Apidae;Euglossini;Euglossa;Glossura;Euglossa allosticta;intertegularDistance;3,2
805;M-1166;Apidae;Euglossini;Euglossa;Glossura;Euglossa allosticta;intertegularDistance;3,2
807;M-1167;Apidae;Euglossini;Euglossa;Glossura;Euglossa allosticta;intertegularDistance;3,1
808;M-1287;Apidae;Euglossini;Euglossa;Glossura;Euglossa allosticta;intertegularDistance;3,2
809;M-1392;Apidae;Euglossini;Euglossa;Glossura;Euglossa allosticta;intertegularDistance;2,9
